Country of origin,Location Description,Female 0 - 4,Female 5 - 11,Female 12 - 17,Female 18 - 59,Female 60,Female other,Male 0 - 4,Male 5 - 11,Male 12 - 17,Male 18 - 59,Male 60,Male other
Nigeria,Florida,0,0,0,0,0,0,0,5,5,9,0,0
Nigeria,Illinois,0,42,47,200,5,0,0,47,33,164,7,5
Nigeria,Maryland,0,47,54,295,11,0,0,60,72,158,10,5
Nigeria,Massachusetts,0,5,5,26,5,0,0,6,10,20,0,0
Nigeria,New Jersey,0,118,97,421,16,0,0,120,103,297,12,18
Nigeria,New York,0,21,15,121,5,11,0,27,20,108,5,10
Nigeria,Pennsylvania,0,11,15,75,0,0,0,6,20,50,0,0
Nigeria,Texas,0,134,105,476,14,19,0,129,109,326,14,31
Nigeria,Virginia,0,0,5,11,0,0,0,0,5,13,0,0
Niue,Texas,0,0,0,0,0,0,0,0,0,0,0,0
Oman,Texas,0,0,0,0,0,0,0,0,7,0,0,0
Pakistan,California,0,5,0,40,0,0,0,0,8,102,0,15
Pakistan,Florida,0,0,0,8,0,0,0,0,0,9,5,0
Pakistan,Illinois,0,0,5,36,0,0,0,0,8,64,0,10
Pakistan,Maryland,0,0,6,25,0,0,0,0,5,52,0,0
Pakistan,Massachusetts,0,0,0,5,0,0,0,0,5,26,0,5
Pakistan,New Jersey,0,0,7,34,0,0,0,0,9,67,0,10
Pakistan,New York,0,11,17,93,5,9,0,10,13,265,16,43
Pakistan,Pennsylvania,0,0,7,37,0,0,0,5,0,87,5,10
Pakistan,Texas,0,8,0,51,0,0,0,8,13,95,5,0
Pakistan,Virginia,0,0,6,35,0,0,0,0,8,46,5,0
Panama,California,0,5,0,0,0,0,0,0,0,6,0,0
Panama,Florida,26,10,5,6,0,0,20,8,0,12,0,5
Panama,Illinois,8,0,0,0,0,0,0,0,0,5,0,0
Panama,Massachusetts,5,0,0,0,0,0,0,0,0,0,0,0
Panama,New Jersey,5,0,0,0,0,0,0,0,0,0,0,0
Panama,New York,0,5,0,0,0,0,6,0,0,0,0,0
Panama,Pennsylvania,0,0,0,0,0,0,0,6,0,0,0,0
Panama,Texas,30,0,0,5,0,0,12,6,0,5,0,0
Panama,Virginia,5,0,0,0,0,0,0,0,0,0,0,0
Paraguay,Florida,0,0,0,0,0,0,0,0,8,0,0,0
Paraguay,Massachusetts,0,0,0,5,0,0,0,0,0,0,0,0
Paraguay,New Jersey,0,0,0,8,0,0,0,0,0,6,0,0
Paraguay,New York,0,0,0,0,0,0,0,0,0,6,0,0
Paraguay,Texas,0,0,0,8,0,0,0,0,0,0,0,0
Peru,California,30,40,31,225,5,21,31,41,30,214,8,17
Peru,Florida,26,16,10,87,5,0,16,12,5,93,5,5
Peru,Illinois,0,5,0,8,0,0,0,0,0,12,0,0
Peru,Maryland,0,7,10,49,0,5,0,10,7,43,0,5
Peru,Massachusetts,0,6,5,41,0,0,0,7,6,39,0,5
Peru,New Jersey,21,46,39,322,6,27,20,52,35,333,8,41
Peru,New York,14,30,30,188,5,24,17,35,25,227,5,18
Peru,Pennsylvania,0,0,0,16,0,0,0,0,5,13,0,0
Peru,Texas,7,0,5,17,0,5,5,0,5,27,0,5
Peru,Virginia,8,25,17,114,0,6,5,18,12,98,0,10
Philippines,California,0,0,5,108,26,5,0,0,0,95,31,5
Philippines,Florida,0,0,0,0,0,0,0,0,0,7,0,0
Philippines,Illinois,0,0,0,14,5,0,0,0,0,14,0,0
Philippines,Maryland,0,0,0,10,0,0,0,0,0,16,0,0
Philippines,New Jersey,0,0,0,10,0,0,0,0,0,7,0,0
Philippines,New York,0,0,0,0,0,0,0,0,0,9,0,0
Philippines,Texas,0,0,0,5,0,0,0,0,0,0,0,0
Philippines,Virginia,0,0,0,8,0,0,0,0,0,0,0,0
Poland,California,0,0,0,0,0,0,0,0,0,6,0,0
Poland,Florida,0,0,0,0,0,0,0,0,0,5,0,0
Poland,Illinois,0,0,0,12,0,0,0,0,0,17,0,0
Poland,Massachusetts,0,0,0,0,0,0,0,0,0,5,0,0
Poland,New Jersey,0,0,0,62,0,0,0,0,0,55,0,0
Poland,New York,0,0,0,38,0,5,0,0,0,28,0,0
Poland,Pennsylvania,0,0,0,13,0,0,0,0,0,11,0,0
Portugal,Florida,0,0,0,0,0,0,0,0,0,8,0,0
Portugal,Illinois,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Massachusetts,6,0,0,0,0,0,0,0,0,0,0,0
Portugal,New Jersey,0,0,0,18,0,16,0,0,0,16,0,7
Portugal,Pennsylvania,0,0,0,5,0,0,0,0,0,0,0,0
Qatar,Florida,0,0,0,0,0,0,0,0,0,5,0,0
Qatar,California,0,0,0,0,0,0,0,5,0,0,0,0
Romania,California,15,39,42,190,0,6,18,50,42,188,0,6
Romania,Florida,0,14,14,60,0,5,5,13,9,73,0,9
Romania,Illinois,5,0,0,29,0,0,0,0,5,53,0,0
Romania,Maryland,0,39,20,81,0,13,5,24,34,128,0,6
Romania,Massachusetts,0,0,0,6,0,0,0,0,0,7,0,0
Romania,New Jersey,0,0,0,6,0,0,0,0,0,0,0,0
Romania,New York,5,10,5,43,0,0,5,17,8,51,0,0
Romania,Pennsylvania,0,0,0,0,0,0,0,0,0,10,0,0
Romania,Texas,8,19,16,62,0,5,5,17,13,61,0,5
Romania,Virginia,5,5,13,35,0,5,5,7,10,28,0,0
South Africa,California,0,8,0,0,0,0,0,0,0,0,0,0
South Africa,Florida,0,7,0,14,0,0,0,0,5,7,0,0
South Africa,Illinois,0,0,5,7,0,0,0,8,0,0,0,0
South Africa,Maryland,0,0,0,5,0,0,0,0,0,0,0,0
South Africa,New Jersey,0,0,0,8,0,0,0,0,0,0,0,0
South Africa,New York,0,0,0,5,0,0,0,0,0,0,0,0
South Africa,Texas,0,0,7,13,0,0,0,0,13,12,0,0
South Africa,Virginia,0,0,0,0,0,0,0,0,0,7,0,0
Russia,California,139,275,162,1309,43,39,124,312,171,1871,21,65
Russia,Florida,5,49,20,220,7,17,7,47,26,251,5,9
Russia,Illinois,30,49,22,210,0,5,22,54,24,320,0,10
Russia,Maryland,0,0,5,11,0,5,0,0,7,16,0,0
Russia,Massachusetts,0,0,6,34,0,0,0,0,5,33,0,0
Russia,New Jersey,0,12,6,57,5,0,5,5,5,66,5,0
Russia,New York,49,102,52,490,10,31,62,99,60,653,9,51
Russia,Pennsylvania,10,46,11,129,0,0,13,26,22,200,0,10
Russia,Texas,0,8,0,34,0,0,0,0,7,38,0,5
Russia,Virginia,0,5,0,25,0,0,0,5,5,27,0,0
Rwanda,California,0,0,0,0,0,0,0,0,0,7,0,0
Rwanda,Florida,0,0,0,5,0,0,0,0,0,5,0,0
Rwanda,Illinois,0,0,0,0,0,0,0,0,0,15,0,0
Rwanda,Maryland,0,0,0,7,0,0,0,0,0,9,0,0
Rwanda,Massachusetts,0,0,0,13,0,0,0,0,0,0,0,0
Rwanda,New York,0,0,0,0,0,0,0,0,0,10,0,0
Rwanda,Pennsylvania,0,0,0,9,0,0,0,0,0,0,0,0
Rwanda,Texas,0,0,0,14,0,0,0,0,0,25,0,5
Rwanda,Virginia,0,0,0,0,0,0,0,0,0,5,0,0
El Salvador,California,154,898,670,4570,32,778,182,971,763,3289,37,529
El Salvador,Florida,22,149,79,725,5,135,13,132,122,562,6,82
El Salvador,Illinois,6,38,16,191,0,57,5,34,38,151,0,35
El Salvador,Maryland,41,423,392,2319,11,320,48,437,417,1408,11,198
El Salvador,Massachusetts,53,216,187,1288,5,346,34,247,197,875,9,196
El Salvador,New Jersey,31,158,154,1209,5,312,30,193,131,877,5,163
El Salvador,New York,58,358,310,2204,11,589,69,398,349,1530,11,303
El Salvador,Pennsylvania,9,35,44,228,0,38,5,30,40,170,0,14
El Salvador,Texas,86,475,403,2344,16,527,62,527,442,1909,10,328
El Salvador,Virginia,114,709,537,3510,16,807,84,742,621,2684,15,524
Saudi Arabia,California,0,0,0,0,0,0,0,0,0,17,0,0
Saudi Arabia,Florida,0,0,0,5,0,0,0,0,0,5,0,0
Saudi Arabia,Illinois,0,0,0,0,0,0,0,0,0,9,0,0
Saudi Arabia,New Jersey,0,0,0,0,0,0,0,0,0,10,0,0
Saudi Arabia,New York,0,0,0,5,0,0,0,0,7,0,0,0
Saudi Arabia,Pennsylvania,0,0,0,6,0,0,0,0,0,0,0,0
Saudi Arabia,Texas,0,0,5,0,0,0,0,0,0,11,0,0
Saudi Arabia,Virginia,0,0,0,5,0,0,0,0,0,5,0,0
Saudi Arabia,Maryland,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,California,0,0,0,0,0,0,0,0,0,18,0,0
Senegal,Illinois,0,0,0,5,0,0,0,0,0,5,0,0
Senegal,Maryland,0,0,0,7,0,0,0,0,0,18,0,0
Senegal,Massachusetts,0,0,0,0,0,0,0,0,0,7,0,0
Senegal,New Jersey,0,0,0,5,0,0,0,0,0,5,0,6
Senegal,New York,0,0,0,55,5,0,0,0,0,370,11,43
Senegal,Pennsylvania,0,0,0,5,0,0,0,0,0,9,0,0
Senegal,Texas,0,0,0,8,0,0,0,0,0,16,0,5
Senegal,Virginia,0,0,0,0,0,0,0,0,0,5,0,0
Seychelles,Maryland,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,Illinois,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,Massachusetts,0,0,0,0,0,0,0,0,0,5,0,0
Singapore,New York,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,California,0,0,0,5,0,0,0,0,0,5,0,0
Sierra Leone,Illinois,0,0,0,0,0,0,0,5,0,0,0,0
Sierra Leone,Maryland,0,0,0,5,0,0,0,0,0,5,0,6
Sierra Leone,New Jersey,0,0,0,11,0,0,0,0,0,11,0,0
Sierra Leone,New York,0,0,6,18,0,0,0,0,5,13,0,5
Sierra Leone,Pennsylvania,0,0,0,18,0,0,0,0,0,6,0,0
Sierra Leone,Texas,0,0,0,0,0,5,0,0,0,5,0,0
Sierra Leone,Virginia,0,0,0,5,0,0,0,0,0,11,0,0
Sierra Leone,Massachusetts,0,0,0,5,0,0,0,0,0,0,0,0
Somalia,California,0,0,0,10,0,0,0,0,0,32,0,51
Somalia,Illinois,0,0,0,0,0,0,0,0,0,15,0,0
Somalia,Massachusetts,0,0,0,0,0,0,0,0,0,5,0,5
Somalia,New York,0,0,0,0,0,0,0,0,0,11,0,6
Somalia,Pennsylvania,0,0,0,0,0,0,0,0,0,14,0,0
Somalia,Texas,0,0,0,14,0,7,0,0,0,33,0,17
Somalia,Virginia,0,0,0,0,0,0,0,0,0,13,0,0
Somalia,Maryland,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,New Jersey,0,0,0,0,0,0,0,0,0,0,0,5
Spain,California,0,0,7,0,0,0,0,0,0,0,0,0
Spain,Florida,5,0,0,7,0,0,0,5,0,15,0,5
Spain,Illinois,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Massachusetts,0,5,0,0,0,0,0,0,0,0,0,0
Spain,New Jersey,0,0,0,5,0,0,0,0,0,0,0,0
Spain,New York,0,0,0,0,0,0,0,7,0,0,0,0
Spain,Texas,0,0,5,0,0,0,0,5,0,7,0,0
Spain,Virginia,0,5,0,0,0,0,0,0,0,0,0,0
Serbia,Florida,0,0,0,0,0,0,0,0,0,9,0,0
Serbia,Illinois,0,0,0,13,0,0,0,0,0,23,0,0
Serbia,Maryland,0,0,0,5,0,0,0,0,0,0,0,0
Serbia,Massachusetts,0,0,0,5,0,0,0,0,0,0,0,0
Serbia,New Jersey,0,0,0,0,0,0,0,0,0,9,0,0
Serbia,New York,0,5,0,72,0,0,0,9,0,232,0,13
Serbia,Pennsylvania,0,0,0,5,0,0,0,0,0,8,0,0
Serbia,Texas,0,0,0,5,0,0,0,0,0,0,0,0
Serbia,California,0,0,0,0,0,0,0,0,0,0,0,0
Vietnam,California,0,10,10,70,0,0,5,20,10,70,0,0
Vietnam,Florida,0,19,0,21,0,5,0,8,5,23,0,7
Vietnam,Illinois,0,7,7,19,0,0,0,6,10,15,0,0
Vietnam,Massachusetts,0,0,0,0,0,0,0,0,0,5,0,0
Vietnam,New Jersey,0,0,0,5,0,0,0,0,0,0,0,0
Vietnam,New York,0,0,0,17,0,0,0,0,0,24,0,0
Vietnam,Pennsylvania,0,0,0,5,0,0,0,0,0,0,0,0
Vietnam,Texas,0,0,5,18,0,0,0,5,0,21,0,0
Vietnam,Virginia,0,0,0,6,0,0,0,0,0,5,0,0
South Sudan,Illinois,0,0,0,0,0,0,0,0,0,5,0,0
South Sudan,Virginia,0,0,0,0,0,0,0,0,0,5,0,0
Sudan,California,0,0,0,5,0,0,0,0,0,19,0,0
Sudan,Florida,0,0,0,0,0,0,0,0,0,10,0,0
Sudan,Illinois,0,0,0,0,0,0,0,0,0,6,0,0
Sudan,Maryland,0,0,0,7,0,0,0,0,7,0,0,0
Sudan,Massachusetts,0,0,0,0,0,0,0,0,0,8,0,0
Sudan,New Jersey,0,0,0,0,0,0,0,0,0,12,0,0
Sudan,New York,0,0,6,0,0,0,0,0,0,12,0,0
Sudan,Pennsylvania,0,0,0,0,0,0,0,0,0,11,0,0
Sudan,Texas,0,0,5,0,0,0,0,0,0,14,0,0
Sudan,Virginia,0,0,12,17,0,0,0,0,0,40,0,0
Suriname,New York,0,0,0,0,0,0,0,0,0,7,0,0
Slovakia,New Jersey,0,0,0,0,0,0,0,0,0,7,0,0
Slovakia,New York,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,New York,0,0,0,0,0,0,0,0,0,5,0,0
Sweden,Texas,0,6,0,0,0,0,0,0,0,0,0,0
Syria,California,0,0,22,79,5,5,0,6,20,144,10,28
Syria,Florida,0,0,0,17,0,0,0,0,0,36,5,5
Syria,Illinois,0,0,5,27,10,0,0,0,13,49,0,0
Syria,Maryland,0,0,0,0,0,0,0,0,0,12,0,0
Syria,Massachusetts,0,0,0,6,0,0,0,0,0,10,0,0
Syria,New Jersey,0,0,5,19,0,0,0,5,0,23,5,0
Syria,New York,0,0,0,10,0,0,0,0,0,18,0,0
Syria,Pennsylvania,0,0,0,5,0,0,0,0,0,16,0,0
Syria,Texas,0,0,6,29,0,0,0,7,0,57,0,5
Syria,Virginia,0,0,0,14,0,0,0,0,0,21,0,0
Tanzania,Massachusetts,0,0,0,5,0,0,0,0,0,0,0,0
Tanzania,New York,0,0,0,0,0,0,0,0,0,5,0,0
Tanzania,Texas,0,0,0,5,0,0,0,0,0,0,0,0
Tanzania,Virginia,0,0,0,0,0,0,0,0,0,10,0,0
Tanzania,Florida,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,New Jersey,0,0,0,0,0,0,0,0,0,0,0,0
Turks and Caicos Islands,Florida,0,0,0,5,0,0,0,0,0,0,0,0
Thailand,California,0,0,0,6,0,0,0,0,0,5,0,0
Thailand,Florida,0,0,0,5,0,0,0,0,0,0,0,0
Thailand,Illinois,0,0,0,5,0,0,0,0,0,0,0,0
Thailand,Massachusetts,0,0,0,5,0,0,0,0,0,0,0,0
Thailand,New York,0,0,0,6,0,0,0,0,0,0,0,0
Thailand,Texas,0,0,0,5,0,0,0,0,0,0,0,0
Thailand,Virginia,0,0,0,5,0,0,0,0,0,0,0,0
Tajikistan,California,0,0,0,6,0,0,0,0,0,11,0,0
Tajikistan,Illinois,0,5,0,0,0,0,0,0,0,6,0,0
Tajikistan,New Jersey,0,0,0,0,0,0,0,0,0,14,0,0
Tajikistan,New York,0,10,0,25,0,0,0,5,9,65,0,8
Tajikistan,Pennsylvania,0,0,0,9,0,0,0,0,9,38,0,0
Tajikistan,Texas,0,0,0,0,0,0,0,0,0,6,0,0
Tajikistan,Virginia,0,0,0,0,0,0,0,0,0,5,0,0
Turkmenistan,Florida,0,0,0,5,0,0,0,0,0,5,0,0
Turkmenistan,New Jersey,0,0,0,0,0,0,0,0,0,5,0,0
Turkmenistan,New York,0,0,0,7,0,0,0,0,0,7,0,0
Turkmenistan,Pennsylvania,0,0,0,0,0,0,0,0,0,8,0,0
Turkmenistan,Virginia,0,0,0,0,0,0,0,0,5,0,0,0
Togo,Illinois,0,0,5,14,0,0,0,0,0,25,0,0
Togo,Maryland,0,0,0,9,0,0,0,0,0,14,0,5
Togo,New Jersey,0,0,0,5,0,0,0,0,0,6,0,0
Togo,New York,0,0,0,20,0,0,0,0,0,46,5,7
Togo,Pennsylvania,0,0,0,0,0,0,0,0,5,10,0,0
Togo,Texas,0,0,0,6,0,0,0,0,0,10,0,0
Togo,Virginia,0,0,0,5,0,0,0,0,0,0,0,0
Trinidad and Tobago,California,0,0,0,0,0,0,0,0,0,5,0,0
Trinidad and Tobago,Florida,0,0,0,8,0,0,0,0,0,5,0,0
Trinidad and Tobago,Maryland,0,0,0,0,5,0,0,0,0,0,0,0
Trinidad and Tobago,New Jersey,0,0,0,0,0,0,0,0,0,8,0,0
Trinidad and Tobago,New York,0,0,0,13,0,0,0,0,0,19,0,0
Trinidad and Tobago,Texas,0,0,0,0,0,0,5,0,0,0,0,0
Tunisia,California,0,0,0,12,0,0,0,0,13,8,0,0
Tunisia,Florida,0,0,0,0,0,0,0,0,0,5,0,0
Tunisia,New Jersey,0,0,0,0,0,0,0,0,0,5,0,0
Tunisia,New York,0,0,0,0,0,0,0,0,0,7,0,0
Tunisia,Texas,0,0,0,0,0,0,0,0,0,8,0,0
Tunisia,Virginia,0,0,0,5,0,0,0,0,0,0,0,0
Turkey,California,0,6,0,36,0,0,0,11,5,281,0,26
Turkey,Florida,0,5,0,18,0,0,0,0,5,62,0,5
Turkey,Illinois,0,5,0,12,0,0,0,5,5,92,0,6
Turkey,Maryland,0,0,0,5,0,0,0,0,0,21,0,0
Turkey,Massachusetts,0,0,7,22,0,0,0,5,0,38,0,5
Turkey,New Jersey,0,9,9,71,0,0,5,15,5,585,5,58
Turkey,New York,5,0,0,33,0,0,0,5,0,301,5,29
Turkey,Pennsylvania,0,0,5,14,0,0,0,0,7,121,0,12
Turkey,Texas,0,11,13,60,0,0,0,13,15,95,0,14
Turkey,Virginia,0,5,5,25,0,0,0,5,8,65,0,5
United Arab Emirates,California,0,0,0,6,0,0,0,0,6,0,0,0
United Arab Emirates,Illinois,0,0,0,0,0,0,0,0,12,0,0,0
United Arab Emirates,Massachusetts,0,0,5,0,0,0,0,0,0,0,0,0
United Arab Emirates,New Jersey,0,5,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,New York,0,0,5,6,0,0,0,0,0,0,0,0
United Arab Emirates,Texas,0,0,0,9,0,0,0,0,0,0,0,0
United Arab Emirates,Virginia,0,0,0,0,0,0,0,0,0,5,0,0
Uganda,California,0,5,0,82,0,0,0,6,0,98,0,0
Uganda,Florida,0,0,0,0,0,0,0,0,0,5,0,0
Uganda,Illinois,0,0,0,15,0,0,0,0,0,26,0,0
Uganda,Maryland,0,0,5,23,0,0,0,0,5,14,0,0
Uganda,Massachusetts,0,0,5,143,10,5,0,0,7,150,0,0
Uganda,New Jersey,0,0,0,9,0,0,0,0,0,10,0,7
Uganda,New York,0,0,0,0,0,0,0,0,0,10,0,0
Uganda,Pennsylvania,0,0,0,5,0,0,0,0,0,0,0,0
Uganda,Texas,0,0,0,16,0,0,0,0,0,15,0,0
Uganda,Virginia,0,0,0,5,0,0,0,0,0,5,0,0
Unknown ,California,5,25,19,123,0,5,5,23,12,180,0,9
Unknown ,Florida,0,5,0,49,0,0,0,8,0,53,0,6
Unknown ,Illinois,0,10,14,120,5,0,5,23,10,214,0,6
Unknown ,Maryland,0,5,0,26,0,0,0,7,0,16,0,0
Unknown ,Massachusetts,0,0,5,22,0,0,0,5,0,36,0,5
Unknown ,New Jersey,0,0,0,34,0,0,0,5,5,57,0,0
Unknown ,New York,0,26,7,258,17,28,6,13,10,304,21,34
Unknown ,Pennsylvania,5,24,7,128,0,0,0,26,7,167,0,0
Unknown ,Texas,0,8,15,68,0,12,0,7,10,67,0,5
Unknown ,Virginia,0,0,0,13,0,0,0,0,0,31,0,0
Ukraine,California,7,28,21,222,10,5,5,23,27,229,5,11
Ukraine,Florida,0,5,10,70,0,0,0,9,11,83,0,0
Ukraine,Illinois,0,12,5,164,0,14,5,13,5,199,0,5
Ukraine,Maryland,0,0,5,0,0,0,0,0,0,11,0,0
Ukraine,Massachusetts,0,0,5,13,0,0,0,0,0,16,0,5
Ukraine,New Jersey,0,0,0,53,5,0,0,5,0,62,0,0
Ukraine,New York,0,7,5,112,7,5,0,5,11,103,0,13
Ukraine,Pennsylvania,0,0,10,27,0,5,0,5,5,42,0,0
Ukraine,Texas,0,5,0,11,0,0,0,0,0,24,0,0
Ukraine,Virginia,0,0,0,10,0,0,0,0,0,19,0,0
Uruguay,Florida,15,0,0,5,0,0,19,0,0,5,0,0
Uruguay,Massachusetts,0,0,0,6,0,0,0,0,0,0,0,0
Uruguay,New Jersey,0,0,0,6,0,0,0,0,0,7,0,0
Uruguay,New York,0,0,0,6,0,0,0,0,0,0,0,0
Uruguay,Pennsylvania,0,0,0,0,0,0,0,0,0,5,0,0
Uruguay,Texas,8,0,0,0,0,0,12,0,0,0,0,0
Uzbekistan,California,0,0,5,12,0,0,0,0,5,28,0,5
Uzbekistan,Florida,0,6,0,16,0,0,0,0,10,24,0,5
Uzbekistan,Illinois,0,0,5,18,0,0,0,8,0,40,0,5
Uzbekistan,Maryland,0,0,5,0,0,0,0,0,0,14,0,0
Uzbekistan,Massachusetts,0,0,0,0,0,0,0,0,0,6,0,0
Uzbekistan,New Jersey,0,0,8,7,0,0,0,0,0,13,0,0
Uzbekistan,New York,34,50,52,223,7,25,26,78,50,574,5,80
Uzbekistan,Pennsylvania,5,14,10,63,0,10,7,20,18,162,0,17
Uzbekistan,Texas,0,0,0,0,0,0,0,0,0,5,0,0
Uzbekistan,Virginia,0,0,8,0,0,0,0,0,0,7,0,0
Vanuatu,Florida,0,7,0,0,0,0,0,5,0,0,0,0
Vanuatu,Texas,0,0,0,9,0,0,0,0,0,0,0,0
St. Vincent and the Grenadines,New York,0,0,0,0,0,0,0,0,0,5,0,0
Venezuela (Bolivarian Republic of),California,16,65,43,487,22,18,29,62,40,546,20,25
Venezuela (Bolivarian Republic of),Florida,327,1268,966,8634,755,487,319,1342,1046,8349,528,530
Venezuela (Bolivarian Republic of),Illinois,39,110,77,893,30,44,40,101,78,890,34,53
Venezuela (Bolivarian Republic of),Maryland,8,21,14,105,5,5,0,19,13,93,5,5
Venezuela (Bolivarian Republic of),Massachusetts,5,11,9,110,5,5,5,24,10,107,6,6
Venezuela (Bolivarian Republic of),New Jersey,15,80,74,618,39,22,16,73,64,521,21,32
Venezuela (Bolivarian Republic of),New York,23,87,45,550,15,37,25,91,50,561,12,50
Venezuela (Bolivarian Republic of),Pennsylvania,5,21,23,205,8,8,0,26,24,194,10,13
Venezuela (Bolivarian Republic of),Texas,235,865,573,5082,393,340,264,836,603,5283,236,381
Venezuela (Bolivarian Republic of),Virginia,12,35,27,212,13,12,6,49,31,243,5,18
Samoa,Illinois,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,California,0,0,0,5,0,0,0,0,0,32,0,0
Yemen,Illinois,0,0,0,0,0,0,0,0,0,11,0,0
Yemen,Maryland,0,0,0,0,0,0,0,0,0,10,0,0
Yemen,New York,0,0,0,15,0,0,0,5,0,48,0,5
Yemen,Texas,0,0,0,5,0,0,0,0,0,5,0,5
Yemen,Virginia,0,0,0,0,0,0,0,0,0,17,0,0
Yemen,Pennsylvania,0,0,0,5,0,0,0,0,0,0,0,0
Zambia,Illinois,0,0,0,5,0,0,0,0,0,0,0,0
Zambia,New York,0,0,0,6,0,0,0,0,0,0,0,0
Zambia,Texas,0,0,0,0,0,0,0,0,0,9,0,0
Zimbabwe,California,0,0,0,0,0,0,0,0,0,5,0,0
Zimbabwe,Florida,0,0,0,0,0,0,0,0,0,5,0,0
Zimbabwe,Maryland,0,0,0,5,5,0,0,0,0,0,0,0
Zimbabwe,Massachusetts,0,0,0,0,6,0,0,0,0,0,0,0
Zimbabwe,New Jersey,0,0,0,5,0,0,0,0,0,0,0,0
Zimbabwe,New York,0,0,0,5,0,0,0,0,0,0,0,0
Zimbabwe,Pennsylvania,0,0,0,13,0,0,0,0,0,0,0,0
Zimbabwe,Texas,0,0,0,28,0,0,0,5,0,18,0,0
Zimbabwe,Illinois,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,Virginia,0,0,0,5,0,0,0,0,0,0,0,0
